label	status	run_ids	returncode	started_at	finished_at	command
eastmoney__income_ytd 2000	success	5ca19521-fc14-4a1c-83fd-a4769b931fa7	0	2026-06-02T18:22:47.196127+00:00	2026-06-02T18:22:58.400364+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2000
eastmoney__income_ytd 2001	success	849ee766-b22c-45d4-9c28-9e45624eebf9	0	2026-06-02T18:22:58.400997+00:00	2026-06-02T18:23:09.860943+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2001
eastmoney__income_ytd 2002	success	295217e7-614d-41d3-80f8-cd75d3382e59	0	2026-06-02T18:23:09.861574+00:00	2026-06-02T18:23:21.084488+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2002
eastmoney__income_ytd 2003	success	70adb649-6011-4285-acdf-6b0cc3add457	0	2026-06-02T18:23:21.084834+00:00	2026-06-02T18:23:32.237931+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2003
eastmoney__income_ytd 2004	success	9fb174a5-af16-48c7-a68b-368b94b2a207	0	2026-06-02T18:23:32.238363+00:00	2026-06-02T18:23:43.393776+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2004
eastmoney__income_ytd 2005	success	e1a4a70d-d78e-46fe-aec5-6545c51081cc	0	2026-06-02T18:23:43.394407+00:00	2026-06-02T18:23:54.516924+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2005
eastmoney__income_ytd 2006	success	9f875eff-3f29-40ff-a28c-651a29be39df	0	2026-06-02T18:23:54.517559+00:00	2026-06-02T18:24:05.649442+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2006
eastmoney__income_ytd 2007	success	b019a0f8-7c8c-4771-9f73-551a55523a05	0	2026-06-02T18:24:05.650064+00:00	2026-06-02T18:24:16.680111+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2007
eastmoney__income_ytd 2008	success	8e045125-adab-4a33-a7f7-cebedc7c1324	0	2026-06-02T18:24:16.680737+00:00	2026-06-02T18:24:27.937692+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2008
eastmoney__income_ytd 2009	success	26f6061b-b929-4b09-ba50-fb9cdb3d7e38	0	2026-06-02T18:24:27.938078+00:00	2026-06-02T18:24:38.956740+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2009
eastmoney__income_ytd 2010	success	c1bd4b2e-0d79-4043-b2c8-b0f622875e9b	0	2026-06-02T18:24:38.957036+00:00	2026-06-02T18:24:50.254668+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2010
eastmoney__income_ytd 2011	success	c4c721ac-8845-4bd4-aa95-3d5146436d12	0	2026-06-02T18:24:50.255282+00:00	2026-06-02T18:25:01.786112+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2011
eastmoney__income_ytd 2012	success	d058bb3e-37ef-47b3-a410-18b779f3bbf4	0	2026-06-02T18:25:01.786488+00:00	2026-06-02T18:25:12.942093+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2012
eastmoney__income_ytd 2013	success	128a64c8-c047-43d7-9ffa-a9a5e2e78b71	0	2026-06-02T18:25:12.942719+00:00	2026-06-02T18:25:24.288873+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2013
eastmoney__income_ytd 2014	success	bca02df1-7f23-4a7c-bc8c-998934ce0c7b	0	2026-06-02T18:25:24.289178+00:00	2026-06-02T18:25:35.558249+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2014
eastmoney__income_ytd 2015	success	a5eac50d-0469-460d-ac42-71821c9df1ca	0	2026-06-02T18:25:35.558906+00:00	2026-06-02T18:25:47.009466+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2015
eastmoney__income_ytd 2016	success	1cb11e7e-28bd-45d7-aa06-2a555ea756e9	0	2026-06-02T18:25:47.010081+00:00	2026-06-02T18:25:58.444281+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2016
eastmoney__income_ytd 2017	success	026dc423-7a69-4e06-89ef-f76a76a7425d	0	2026-06-02T18:25:58.444932+00:00	2026-06-02T18:26:09.783678+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2017
eastmoney__income_ytd 2018	success	ed00b7f7-915d-4dd5-99e8-a24ca2f84c69	0	2026-06-02T18:26:09.784295+00:00	2026-06-02T18:26:21.366809+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2018
eastmoney__income_ytd 2019	success	4ac40fc5-29fd-46b5-88c4-3e2c3b1d75e9	0	2026-06-02T18:26:21.367168+00:00	2026-06-02T18:26:32.623469+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2019
eastmoney__income_ytd 2020	success	54cbf667-c11e-4df3-ba5c-3c1bfb557270	0	2026-06-02T18:26:32.623771+00:00	2026-06-02T18:26:43.937609+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2020
eastmoney__income_ytd 2021	success	3525821e-f4cd-430c-a248-6d1447e1282f	0	2026-06-02T18:26:43.938234+00:00	2026-06-02T18:26:55.385241+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2021
eastmoney__income_ytd 2022	success	a6cb18ad-71b3-48c0-a787-4d0e0017670c	0	2026-06-02T18:26:55.385558+00:00	2026-06-02T18:27:07.201090+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2022
eastmoney__income_ytd 2023	success	d08d4073-5be2-42a5-a36e-a784c912e6fd	0	2026-06-02T18:27:07.201444+00:00	2026-06-02T18:27:18.592890+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2023
eastmoney__income_ytd 2024	success	41688682-ddd7-4f8d-8f44-e66048ee666b	0	2026-06-02T18:27:18.593513+00:00	2026-06-02T18:27:30.103798+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2024
eastmoney__income_ytd 2025	success	24352581-d52a-444e-bcad-712dd7cfda67	0	2026-06-02T18:27:30.104431+00:00	2026-06-02T18:27:41.523611+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2025
eastmoney__income_ytd 2026	success	ffaa1aeb-87e5-4347-a664-1efa08d1312f	0	2026-06-02T18:27:41.523909+00:00	2026-06-02T18:27:52.823087+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/eastmoney__income_ytd --partition 2026
jiuyan__action_field_compacted 2026	success	f74317b7-11bc-480f-8ce6-f364e58f8d83	0	2026-06-02T18:27:52.823467+00:00	2026-06-02T18:28:04.035104+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/jiuyan__action_field_compacted --partition 2026
jiuyan__industry_list snapshot	success	d169806d-feac-490f-bcc2-9b3b6fafb7aa	0	2026-06-02T18:28:04.035712+00:00	2026-06-02T18:28:14.904200+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/jiuyan__industry_list
jiuyan__industry_ocr_snapshot snapshot	success	7851d1df-05e7-4686-8bc3-274dad65d213	0	2026-06-02T18:28:14.904529+00:00	2026-06-02T18:28:25.647638+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/jiuyan__industry_ocr_snapshot
sina__trade_calendar snapshot	success	f19cb33d-2371-4acd-859e-a9e9bbe7e797	0	2026-06-02T18:28:25.647935+00:00	2026-06-02T18:28:36.385568+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/sina__trade_calendar
ths__limit_up_pool_compacted 2025	success	d3b50ed0-9116-46bc-86ef-98ba0b0408de	0	2026-06-02T18:28:36.386151+00:00	2026-06-02T18:28:47.559157+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/ths__limit_up_pool_compacted --partition 2025
ths__limit_up_pool_compacted 2026	success	c13d090b-a411-4a96-bb39-fee19f5441e3	0	2026-06-02T18:28:47.559453+00:00	2026-06-02T18:28:58.610316+00:00	uv run dg launch --target-path scheduler --assets key:clickhouse/raw/ths__limit_up_pool_compacted --partition 2026
