timestamp_utc	dataset	partition	run_id	status
2026-06-02T20:54:51Z	eastmoney__cashflow_ytd	2002	efe76aeb-49e0-4189-aab0-0bab3db72229	success
2026-06-02T20:55:02Z	eastmoney__cashflow_ytd	2003	28dc746e-6966-4173-9dfb-34d4c2a3809f	success
2026-06-02T20:55:13Z	eastmoney__cashflow_ytd	2004	9f8928bd-8070-40f9-9fd0-4caccce11e58	success
2026-06-02T20:55:25Z	eastmoney__cashflow_ytd	2005	015a878c-0e98-42f0-893b-7bee3fb50572	success
2026-06-02T20:55:36Z	eastmoney__cashflow_ytd	2006	b91ee5c2-032b-40f9-9129-f47ca3af2956	success
2026-06-02T20:55:47Z	eastmoney__cashflow_ytd	2007	ea6fb62e-860c-46e4-b26e-e0338ff77936	success
2026-06-02T20:55:58Z	eastmoney__cashflow_ytd	2008	88e60693-c818-445f-8b79-24b17d6761b9	success
2026-06-02T20:56:10Z	eastmoney__cashflow_ytd	2009	72b634f4-f630-4173-a075-da8c19914f15	success
2026-06-02T20:56:21Z	eastmoney__cashflow_ytd	2010	3d7b42c4-95af-464f-86a4-2094153e2ccb	success
2026-06-02T20:56:32Z	eastmoney__cashflow_ytd	2011	95e4dd37-4111-41ef-9844-61c965a2982b	success
2026-06-02T20:56:44Z	eastmoney__cashflow_ytd	2012	cac8867e-8595-4ff8-bdf6-06f5c714c362	success
2026-06-02T20:56:55Z	eastmoney__cashflow_ytd	2013	d90f18ff-ff24-44a5-a20d-cca35756e68f	success
2026-06-02T20:57:06Z	eastmoney__cashflow_ytd	2014	b62ea6dd-262f-4cc5-b6b1-e8f88c9b5225	success
2026-06-02T20:57:18Z	eastmoney__cashflow_ytd	2015	a233fd38-3035-446b-9ba0-e48e55d03f3a	success
2026-06-02T20:57:30Z	eastmoney__cashflow_ytd	2016	fd7d1035-40bb-437c-92bc-6ae43334d002	success
2026-06-02T20:57:41Z	eastmoney__cashflow_ytd	2017	dcbcd916-0626-4d79-8efa-c113486ccdfc	success
2026-06-02T20:57:52Z	eastmoney__cashflow_ytd	2018	a3cac56c-5120-4792-983a-a9d5a3f36735	success
2026-06-02T20:58:04Z	eastmoney__cashflow_ytd	2019	54a88e71-a80b-4d9c-874a-1a50fbce15e9	success
2026-06-02T20:58:15Z	eastmoney__cashflow_ytd	2020	22b535bd-3b4b-4ec5-af81-428121654628	success
2026-06-02T20:58:27Z	eastmoney__cashflow_ytd	2021	2efd06a0-2e7d-45ca-bf16-84fd785791ad	success
2026-06-02T20:58:39Z	eastmoney__cashflow_ytd	2022	a9cf42b5-e233-44f1-a06c-0b805675db12	success
2026-06-02T20:58:50Z	eastmoney__cashflow_ytd	2023	eaceb58b-ad56-4846-b548-246923e870c4	success
2026-06-02T20:59:02Z	eastmoney__cashflow_ytd	2024	3b0dde83-5db4-4ae1-9837-bb328b98d76b	success
2026-06-02T20:59:13Z	eastmoney__cashflow_ytd	2025	a3d7d43f-fe8d-478a-b9c1-d8ee0f8253be	success
2026-06-02T20:59:25Z	eastmoney__cashflow_ytd	2026	2553ad00-3d39-4c70-8922-1a034d5302a1	success
2026-06-02T20:59:37Z	eastmoney__income_sq	1990	45d5f1e8-3493-4a92-b164-3ee6e232c213	success
2026-06-02T20:59:47Z	eastmoney__income_sq	1991	39bbeed2-34c3-40fb-9f10-bbf16d571ff7	success
2026-06-02T20:59:58Z	eastmoney__income_sq	1992	528a5d55-feb5-49b8-b0ed-837a6b797010	success
2026-06-02T21:00:09Z	eastmoney__income_sq	1993	129530d3-d1de-4f05-9f3a-a7d0555a9536	success
2026-06-02T21:00:21Z	eastmoney__income_sq	1994	b6902d17-a071-4c9c-9bd2-5c40e3f96566	success
2026-06-02T21:00:32Z	eastmoney__income_sq	1995	ae180782-347b-4035-a473-ed7ebfd73c11	success
2026-06-02T21:00:43Z	eastmoney__income_sq	1996	cfc5cd98-48e7-4c71-aea0-84718b22dafd	success
2026-06-02T21:00:54Z	eastmoney__income_sq	1997	7da0a07f-ebd0-4565-85e9-b19e9b1212f9	success
2026-06-02T21:01:05Z	eastmoney__income_sq	1998	05929a62-d6cd-4f4f-8836-403e8e536e7f	success
2026-06-02T21:01:16Z	eastmoney__income_sq	1999	65f46927-2410-4736-9c48-1870cc37d8a8	success
2026-06-02T21:01:27Z	eastmoney__income_sq	2000	1b3d40dc-a09c-412b-8171-822319947376	success
2026-06-02T21:01:38Z	eastmoney__income_sq	2001	c14fd1b9-8334-46b4-ab2d-7e64b95f0883	success
2026-06-02T21:01:49Z	eastmoney__income_sq	2002	26e3d0a3-8578-4376-bb2b-6c710a02a54d	success
2026-06-02T21:02:01Z	eastmoney__income_sq	2003	3db10920-d129-4dea-8513-a72085f15fb7	success
2026-06-02T21:02:12Z	eastmoney__income_sq	2004	0490c246-5aae-4407-b020-16e34b00338a	success
2026-06-02T21:02:24Z	eastmoney__income_sq	2005	393267cf-058a-4293-851e-f486685859c1	success
2026-06-02T21:02:35Z	eastmoney__income_sq	2006	d707fc94-4f8c-4f07-92db-5dc1c1a892c9	success
2026-06-02T21:02:41Z	baostock__query_stock_basic	snapshot	590cece7-1474-4c09-b6eb-c8db0680a38a	success
2026-06-02T21:02:47Z	eastmoney__income_sq	2007	2472d986-6931-4934-9a79-ad468b2884c7	success
2026-06-02T21:02:52Z	jiuyan__action_field_compacted	2026	b354645e-540d-4bc9-b97b-a49081011b3d	success
2026-06-02T21:02:58Z	eastmoney__income_sq	2008	16e5645a-c0a6-4db9-9ae5-3da96eee686a	success
